# bee_detection_data v_1_1_3
20161123T135325Z,870020100100104300000735,9838E28011302000294B9383,1530U2127,Edison-fzed437d00cex501
20161123T141834Z,870020100100104300000738,4995E28011302000280E94D0,1530U2127,Edison-fzed437d00cex501
20161123T144801Z,870020100100104300000652,B748E28011302000283E9340,1530U2127,Edison-fzed437d00cex501
20161123T152846Z,870020100100104300000717,9C18E2801130200020809432,1530U2127,Edison-fzed437d00cex501
20161123T152847Z,870020100100104300000717,9C18E2801130200020809432,1530U2127,Edison-fzed437d00cex501
20161123T160205Z,870020100100104300000652,B748E28011302000283E9340,1530U2127,Edison-fzed437d00cex501
20161123T160546Z,870020100100104300000652,B748E28011302000283E9340,1530U2127,Edison-fzed437d00cex501
20161123T161656Z,870020100100104300000724,9A28E2801130200028AD93CE,1530U2127,Edison-fzed437d00cex501
20161123T164649Z,870020100100104300000717,9C18E2801130200020809432,1530U2127,Edison-fzed437d00cex501
20161123T171322Z,870020100100104300000724,9A28E2801130200028AD93CE,1530U2127,Edison-fzed437d00cex501
20161123T171324Z,870020100100104300000724,9A28E2801130200028AD93CE,1530U2127,Edison-fzed437d00cex501
20161123T171625Z,870020100100104300000724,9A28E2801130200028AD93CE,1530U2127,Edison-fzed437d00cex501
20161123T171949Z,870020100100104300000735,9838E28011302000294B9383,1530U2127,Edison-fzed437d00cex501
20161123T172646Z,870020100100104300000717,9C18E2801130200020809432,1530U2127,Edison-fzed437d00cex501
20161123T173133Z,870020100100104300000717,9C18E2801130200020809432,1530U2127,Edison-fzed437d00cex501
20161123T174533Z,870020100100104300000652,B748E28011302000283E9340,1530U2127,Edison-fzed437d00cex501
20161123T175808Z,870020100100104300000738,4995E28011302000280E94D0,1530U2127,Edison-fzed437d00cex501
20161123T180431Z,870020100100104300000738,4995E28011302000280E94D0,1530U2127,Edison-fzed437d00cex501
20161123T183300Z,870020100100104300000735,9838E28011302000294B9383,1530U2127,Edison-fzed437d00cex501
20161123T185015Z,870020100100104300000724,9A28E2801130200028AD93CE,1530U2127,Edison-fzed437d00cex501
20161123T185332Z,870020100100104300000724,9A28E2801130200028AD93CE,1530U2127,Edison-fzed437d00cex501
20161123T192053Z,870020100100104300000738,4995E28011302000280E94D0,1530U2127,Edison-fzed437d00cex501
20161123T192056Z,870020100100104300000738,4995E28011302000280E94D0,1530U2127,Edison-fzed437d00cex501
20161123T194438Z,870020100100104300000735,9838E28011302000294B9383,1530U2127,Edison-fzed437d00cex501
20161123T195138Z,870020100100104300000717,9C18E2801130200020809432,1530U2127,Edison-fzed437d00cex501
20161123T195140Z,870020100100104300000717,9C18E2801130200020809432,1530U2127,Edison-fzed437d00cex501
20161123T195755Z,870020100100104300000717,9C18E2801130200020809432,1530U2127,Edison-fzed437d00cex501
20161123T195758Z,870020100100104300000717,9C18E2801130200020809432,1530U2127,Edison-fzed437d00cex501
20161123T200158Z,870020100100104300000724,9A28E2801130200028AD93CE,1530U2127,Edison-fzed437d00cex501
20161123T210232Z,870020100100104300000735,9838E28011302000294B9383,1530U2127,Edison-fzed437d00cex501
20161123T210752Z,870020100100104300000738,4995E28011302000280E94D0,1530U2127,Edison-fzed437d00cex501
20161123T211043Z,870020100100104300000717,9C18E2801130200020809432,1530U2127,Edison-fzed437d00cex501
20161123T211044Z,870020100100104300000717,9C18E2801130200020809432,1530U2127,Edison-fzed437d00cex501
20161123T211640Z,870020100100104300000724,9A28E2801130200028AD93CE,1530U2127,Edison-fzed437d00cex501
20161123T211708Z,870020100100104300000738,4995E28011302000280E94D0,1530U2127,Edison-fzed437d00cex501
20161123T215522Z,870020100100104300000652,B748E28011302000283E9340,1530U2127,Edison-fzed437d00cex501
20161123T215529Z,870020100100104300000735,9838E28011302000294B9383,1530U2127,Edison-fzed437d00cex501
20161123T221234Z,870020100100104300000738,4995E28011302000280E94D0,1530U2127,Edison-fzed437d00cex501
20161123T225056Z,870020100100104300000735,9838E28011302000294B9383,1530U2127,Edison-fzed437d00cex501
