# bee_detection_data v_1_1_3
20160708T152037Z,870020100100104300000064,4B7BE2801130200024D0162D,1530U2127,Edison-fzed437d00cex501
20160708T154856Z,870020100100104300000093,D483E28011302000205B17A2,1530U2127,Edison-fzed437d00cex501
20160708T155529Z,FFFFFFFFFFFFFFFFFFFFFFFF,CE8CE28011302000205F17DE,1530U2127,Edison-fzed437d00cex501
20160708T155530Z,FFFFFFFFFFFFFFFFFFFFFFFF,CE8CE28011302000205F17DE,1530U2127,Edison-fzed437d00cex501
20160708T155531Z,FFFFFFFFFFFFFFFFFFFFFFFF,CE8CE28011302000205F17DE,1530U2127,Edison-fzed437d00cex501
20160708T160950Z,870020100100104300000056,5D6AE280113020002570169A,1530U2127,Edison-fzed437d00cex501
20160708T160951Z,870020100100104300000056,5D6AE280113020002570169A,1530U2127,Edison-fzed437d00cex501
20160708T161109Z,FFFFFFFFFFFFFFFFFFFFFFFF,CE8CE28011302000205F17DE,1530U2127,Edison-fzed437d00cex501
20160708T161111Z,FFFFFFFFFFFFFFFFFFFFFFFF,CE8CE28011302000205F17DE,1530U2127,Edison-fzed437d00cex501
20160708T161112Z,FFFFFFFFFFFFFFFFFFFFFFFF,CE8CE28011302000205F17DE,1530U2127,Edison-fzed437d00cex501
20160708T163319Z,870020100100104300000090,E4E0E2801130200020161760,1530U2127,Edison-fzed437d00cex501
20160708T194419Z,870020100100104300000071,09EFE28011302000254F17B7,1530U2127,Edison-fzed437d00cex501
20160708T194420Z,870020100100104300000071,09EFE28011302000254F17B7,1530U2127,Edison-fzed437d00cex501
20160708T195847Z,870020100100104300000071,09EFE28011302000254F17B7,1530U2127,Edison-fzed437d00cex501
20160708T195849Z,870020100100104300000071,09EFE28011302000254F17B7,1530U2127,Edison-fzed437d00cex501
20160708T195856Z,870020100100104300000071,09EFE28011302000254F17B7,1530U2127,Edison-fzed437d00cex501
20160708T195858Z,870020100100104300000071,09EFE28011302000254F17B7,1530U2127,Edison-fzed437d00cex501
20160708T214341Z,870020100100104300000062,2BBDE2801130200025071777,1530U2127,Edison-fzed437d00cex501
20160708T221127Z,870020100100104300000062,2BBDE2801130200025071777,1530U2127,Edison-fzed437d00cex501
20160708T221504Z,870020100100104300000062,2BBDE2801130200025071777,1530U2127,Edison-fzed437d00cex501
20160708T222101Z,870020100100104300000062,2BBDE2801130200025071777,1530U2127,Edison-fzed437d00cex501
20160708T222637Z,870020100100104300000062,2BBDE2801130200025071777,1530U2127,Edison-fzed437d00cex501
20160708T222956Z,870020100100104300000062,2BBDE2801130200025071777,1530U2127,Edison-fzed437d00cex501
20160708T225650Z,870020100100104300000095,B445E2801130200024D216E3,1530U2127,Edison-fzed437d00cex501
20160708T225651Z,870020100100104300000095,B445E2801130200024D216E3,1530U2127,Edison-fzed437d00cex501
20160708T225653Z,870020100100104300000095,B445E2801130200024D216E3,1530U2127,Edison-fzed437d00cex501
20160708T225654Z,870020100100104300000095,B445E2801130200024D216E3,1530U2127,Edison-fzed437d00cex501
20160708T225656Z,870020100100104300000095,B445E2801130200024D216E3,1530U2127,Edison-fzed437d00cex501
20160708T225657Z,870020100100104300000095,B445E2801130200024D216E3,1530U2127,Edison-fzed437d00cex501
20160708T225658Z,870020100100104300000095,B445E2801130200024D216E3,1530U2127,Edison-fzed437d00cex501
20160708T225700Z,870020100100104300000095,B445E2801130200024D216E3,1530U2127,Edison-fzed437d00cex501
20160708T225701Z,870020100100104300000095,B445E2801130200024D216E3,1530U2127,Edison-fzed437d00cex501
20160708T225702Z,870020100100104300000095,B445E2801130200024D216E3,1530U2127,Edison-fzed437d00cex501
20160708T225704Z,870020100100104300000095,B445E2801130200024D216E3,1530U2127,Edison-fzed437d00cex501
20160708T225705Z,870020100100104300000095,B445E2801130200024D216E3,1530U2127,Edison-fzed437d00cex501
20160708T225707Z,870020100100104300000095,B445E2801130200024D216E3,1530U2127,Edison-fzed437d00cex501
20160708T225708Z,870020100100104300000095,B445E2801130200024D216E3,1530U2127,Edison-fzed437d00cex501
20160708T225709Z,870020100100104300000095,B445E2801130200024D216E3,1530U2127,Edison-fzed437d00cex501
