# bee_detection_data v_1_1_3
20161027T144921Z,870020100200104300000541,083CE2801130200029E61791,1530U2131,Edison-fzed437d00bnc501
20161027T151200Z,870020100200104300000541,083CE2801130200029E61791,1530U2131,Edison-fzed437d00bnc501
20161027T154224Z,870020100200104300000541,083CE2801130200029E61791,1530U2131,Edison-fzed437d00bnc501
20161027T161440Z,870020100200104300000541,083CE2801130200029E61791,1530U2131,Edison-fzed437d00bnc501
20161027T163532Z,870020100200104300000541,083CE2801130200029E61791,1530U2131,Edison-fzed437d00bnc501
20161027T165618Z,870020100200104300000541,083CE2801130200029E61791,1530U2131,Edison-fzed437d00bnc501
20161027T234038Z,FFFFFFFFFFFFFFFFFFFFFFFF,CE8CE28011302000205F17DE,1530U2131,Edison-fzed437d00bnc501
20161027T234039Z,FFFFFFFFFFFFFFFFFFFFFFFF,CE8CE28011302000205F17DE,1530U2131,Edison-fzed437d00bnc501
20161027T234758Z,870020100200104300000570,2E4EE28011302000255D1777,1530U2131,Edison-fzed437d00bnc501
20161027T234759Z,870020100200104300000570,2E4EE28011302000255D1777,1530U2131,Edison-fzed437d00bnc501
