installation date,ID
20160701,870020100200104300000001
20160701,870020100200104300000002
20160701,870020100200104300000003
20160701,870020100200104300000004
20160701,870020100200104300000005
20160701,870020100200104300000006
20160701,870020100200104300000007
20160701,870020100200104300000008
20160701,870020100200104300000009
20160701,870020100200104300000010
20160701,870020100200104300000011
20160701,870020100200104300000012
20160701,870020100200104300000013
20160701,870020100200104300000014
20160701,870020100200104300000015
20160701,870020100200104300000016
20160701,870020100200104300000017
20160701,870020100200104300000018
20160701,870020100200104300000019
20160701,870020100200104300000020
20160701,870020100200104300000021
20160701,870020100200104300000022
20160701,870020100200104300000023
20160701,870020100200104300000024
20160701,870020100200104300000025
20160701,870020100200104300000026
20160701,870020100200104300000027
20160701,870020100200104300000028
20160701,870020100200104300000029
20160701,870020100200104300000030
20160701,870020100200104300000031
20160701,870020100200104300000032
20160701,870020100200104300000033
20160701,870020100200104300000034
20160701,870020100200104300000035
20160701,870020100200104300000036
20160701,870020100200104300000037
20160701,870020100200104300000038
20160701,870020100200104300000039
20160701,870020100200104300000040
20160701,870020100200104300000041
20160701,870020100200104300000042
20160701,870020100200104300000043
20160701,870020100200104300000044
20160701,870020100200104300000045
20160701,870020100200104300000046
20160701,870020100200104300000047
20160701,870020100200104300000048
20160701,870020100200104300000049
20160701,870020100200104300000050
20160708,870020100200104300000051
20160708,870020100200104300000052
20160708,870020100200104300000053
20160708,870020100200104300000054
20160708,870020100200104300000055
20160708,870020100200104300000056
20160708,870020100200104300000057
20160708,870020100200104300000058
20160708,870020100200104300000059
20160708,870020100200104300000060
20160708,870020100200104300000061
20160708,870020100200104300000062
20160708,870020100200104300000063
20160708,870020100200104300000064
20160708,870020100200104300000065
20160708,870020100200104300000066
20160708,870020100200104300000067
20160708,870020100200104300000068
20160708,870020100200104300000069
20160708,870020100200104300000070
20160708,870020100200104300000071
20160708,870020100200104300000072
20160708,870020100200104300000073
20160708,870020100200104300000074
20160708,870020100200104300000075
20160708,870020100200104300000076
20160708,870020100200104300000077
20160708,870020100200104300000078
20160708,870020100200104300000079
20160708,870020100200104300000080
20160708,870020100200104300000081
20160708,870020100200104300000082
20160708,870020100200104300000083
20160708,870020100200104300000084
20160708,870020100200104300000085
20160708,870020100200104300000086
20160708,870020100200104300000087
20160708,870020100200104300000088
20160708,870020100200104300000089
20160708,870020100200104300000090
20160708,870020100200104300000091
20160708,870020100200104300000092
20160708,870020100200104300000093
20160708,870020100200104300000094
20160708,870020100200104300000095
20160708,870020100200104300000096
20160708,870020100200104300000097
20160708,870020100200104300000098
20160708,870020100200104300000099
20160708,870020100200104300000100
20160715,870020100200104300000101
20160715,870020100200104300000102
20160715,870020100200104300000103
20160715,870020100200104300000104
20160715,870020100200104300000105
20160715,870020100200104300000106
20160715,870020100200104300000107
20160715,870020100200104300000108
20160715,870020100200104300000109
20160715,870020100200104300000110
20160715,870020100200104300000111
20160715,870020100200104300000112
20160715,870020100200104300000113
20160715,870020100200104300000114
20160715,870020100200104300000115
20160715,870020100200104300000116
20160715,870020100200104300000117
20160715,870020100200104300000118
20160715,870020100200104300000119
20160715,870020100200104300000120
20160715,870020100200104300000121
20160715,870020100200104300000122
20160715,870020100200104300000123
20160715,870020100200104300000124
20160715,870020100200104300000125
20160715,870020100200104300000126
20160715,870020100200104300000127
20160715,870020100200104300000128
20160715,870020100200104300000129
20160715,870020100200104300000130
20160715,870020100200104300000131
20160715,870020100200104300000132
20160715,870020100200104300000133
